name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost_for_two,listed_in(type),listed_in(city),price_category
Hatch,yes,yes,4.2,471,"+91 8762203148
+91 8197040016",Malleshwaram,"Casual Dining, Bar","Cocktails, Appam, Beer, Murgh Ghee Roast, Mocktails, Pizza, Cheese Balls","North Indian, Mangalorean, Seafood",1200,Drinks & nightlife,Rajajinagar,Premium
The Beer Cafe,no,no,4.1,742,+91 8929188567,Malleshwaram,Pub,"Beer, Cocktails, Garden Pizza, Chicken Tikka, Spring Roll, Chips, Chicken Wings","Finger Food, North Indian, Italian",1500,Drinks & nightlife,Rajajinagar,Premium
BluO,no,yes,4.1,405,"+91 8861688800
080 49339233",Malleshwaram,Lounge,"Mocktails, Cocktails, Beer, Nachos, Fries","Continental, North Indian",1500,Drinks & nightlife,Rajajinagar,Premium
3G's - Gulp & Groove,yes,yes,4.1,664,"+91 8073464389
+91 9513120033",Malleshwaram,"Bar, Casual Dining","Peri Peri Chicken, Beer, Pasta, Nachos, Cocktails, Pizza, Dragon Prawn","Finger Food, Continental, Chinese",1100,Drinks & nightlife,Rajajinagar,Premium
White Horse,no,yes,3.7,96,"080 22900540
080 23577073",Malleshwaram,Bar,French Chicken,"Finger Food, Chinese, North Indian",1100,Drinks & nightlife,Rajajinagar,Premium
Swathi Greenland,yes,no,3.7,174,"080 23502055
+91 9900013404",Vijay Nagar,"Casual Dining, Bar","Beer, Chilli Chicken, Naan, Chicken Biryani, Tandoori Chicken, Chicken Guntur, Neer Dosa","Andhra, North Indian, Chinese",800,Drinks & nightlife,Rajajinagar,Premium
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,no,yes,3.7,77,080 42520166,Malleshwaram,"Bar, Casual Dining","Cocktails, Pizza",Continental,2000,Drinks & nightlife,Rajajinagar,Premium
Sloshed,no,yes,3.9,96,080 45128738,Basaveshwara Nagar,"Pub, Casual Dining","Beer, Pasta","Arabian, Chinese, Continental, North Indian, Finger Food",1200,Pubs and bars,Rajajinagar,Premium
Jetlag,no,yes,4.3,1103,080 49652456,Rajajinagar,"Bar, Casual Dining","Cocktails, Pasta, Pizza, Vegetable Biryani, Nachos, Chicken Achari Tikka, Mocktails","Finger Food, Continental, North Indian, Italian, Japanese",1650,Pubs and bars,Rajajinagar,Premium
Stories,yes,yes,4.6,2423,080 49652455,Rajajinagar,"Casual Dining, Bar","Butter Chicken, Mocktails, Pizza, Virgin Mojito, Nachos, Cocktails, Egg Chilli","Continental, North Indian, Chinese",1100,Pubs and bars,Rajajinagar,Premium
Kava - Fairfield by Marriott,no,yes,4.0,617,+91 8049470020,Rajajinagar,"Fine Dining, Bar","Pasta, Cocktails, Sunday Brunch, Orange Mousse, Salads, Chicken Dum Biryani, Kheer","North Indian, South Indian, Continental",1800,Pubs and bars,Rajajinagar,Premium
Nandhana Palace,no,no,4.0,930,"+91 9513444811
+91 8046131111",Rajajinagar,"Casual Dining, Bar","Bamboo Chicken, Fish Curry, Chicken Guntur, Chicken Fry, Mutton Biryani, Mutton Chops, Chicken Kshatriya","Andhra, Biryani, North Indian, Chinese",800,Pubs and bars,Rajajinagar,Premium
Mayura 1989,no,no,3.7,103,"080 23158461
080 23506361",Rajajinagar,"Casual Dining, Bar","Biryani, Murgh Ghee Roast, Cocktails","Andhra, Continental, Chinese",900,Pubs and bars,Rajajinagar,Premium
White Smoke Barbeque- Fairfield by Marriott,no,no,4.0,84,+91 8049470020,Rajajinagar,"Casual Dining, Bar","Lamb Chops, Strawberry Daiquiri, Truffle, Bbq, Chicken Kebab, Nachos, Karara Paneer","Mediterranean, BBQ",1200,Pubs and bars,Rajajinagar,Premium
Cave N Dine,yes,yes,3.1,405,"080 23102051
+91 9632994411",Basaveshwara Nagar,"Casual Dining, Bar","Cocktails, Paneer Tikka, Jeera Rice, Egg Pakora, Sea Food, Roti, Vegetable Biryani","North Indian, Chinese, Seafood",800,Pubs and bars,Rajajinagar,Premium
Chili's American Grill & Bar,yes,yes,4.8,6470,"+91 9500075479
+91 9535541956",Malleshwaram,"Casual Dining, Bar","Veg Platter, Burgers, Mushroom Soup, Cocktails, Nachos, Lemon Margarita, Chicken Fajita","American, Tex-Mex, Burger, BBQ, Mexican",1400,Pubs and bars,Rajajinagar,Premium
1522 - The Pub,yes,no,4.2,1734,"+91 9986351522
+91 9686587469",Malleshwaram,Pub,"Beer, Dragon Chicken, Mojito, Cocktails, Murgh Platter, Mocktails, Sea Food","Chinese, Continental, North Indian",1400,Pubs and bars,Rajajinagar,Premium
"R Bar - Renaissance Hotel, Bengaluru",no,yes,4.2,167,080 49652864,Race Course Road,"Bar, Casual Dining",Cocktails,Continental,1400,Pubs and bars,Rajajinagar,Premium
Hatch,yes,yes,4.2,471,"+91 8762203148
+91 8197040016",Malleshwaram,"Casual Dining, Bar","Cocktails, Appam, Beer, Murgh Ghee Roast, Mocktails, Pizza, Cheese Balls","North Indian, Mangalorean, Seafood",1200,Pubs and bars,Rajajinagar,Premium
The Beer Cafe,no,no,4.1,742,+91 8929188567,Malleshwaram,Pub,"Beer, Cocktails, Garden Pizza, Chicken Tikka, Spring Roll, Chips, Chicken Wings","Finger Food, North Indian, Italian",1500,Pubs and bars,Rajajinagar,Premium
3G's - Gulp & Groove,yes,yes,4.1,664,"+91 8073464389
+91 9513120033",Malleshwaram,"Bar, Casual Dining","Peri Peri Chicken, Beer, Pasta, Nachos, Cocktails, Pizza, Dragon Prawn","Finger Food, Continental, Chinese",1100,Pubs and bars,Rajajinagar,Premium
White Horse,no,yes,3.7,96,"080 22900540
080 23577073",Malleshwaram,Bar,French Chicken,"Finger Food, Chinese, North Indian",1100,Pubs and bars,Rajajinagar,Premium
Swathi Greenland,yes,no,3.7,174,"080 23502055
+91 9900013404",Vijay Nagar,"Casual Dining, Bar","Beer, Chilli Chicken, Naan, Chicken Biryani, Tandoori Chicken, Chicken Guntur, Neer Dosa","Andhra, North Indian, Chinese",800,Pubs and bars,Rajajinagar,Premium
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,no,yes,3.7,77,080 42520166,Malleshwaram,"Bar, Casual Dining","Cocktails, Pizza",Continental,2000,Pubs and bars,Rajajinagar,Premium
Parika Multicuisine Restaurant,yes,yes,3.8,203,080 49652474,Richmond Road,Casual Dining,"Tandoori Chicken, Kheer, Chicken Tikka, Butter Naan, Sweet Lassi, Caramel Custard, Panipuri","North Indian, Chinese, Mughlai",1200,Buffet,Residency Road,Premium
Chutney Chang,yes,yes,4.2,4752,"080 40001234
+91 9008001193",Church Street,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ",1500,Buffet,Residency Road,Premium
Konark Vegetarian Restaurant,no,no,4.1,1015,"080 41248812
+91 9611774705",Residency Road,Casual Dining,"Hyderabadi Biryani, Masala Poori, Kulcha, Butter Masala Dosa, Chaat, Filter Coffee, Kesari Bath","North Indian, Chinese, Continental, South Indian, Street Food, Juices",500,Buffet,Residency Road,Mid
The Market - The Ritz-Carlton,no,yes,4.3,620,080 49148341,Residency Road,Fine Dining,"Pizza, Waffles, Roti, Pasta, Sushi, Salads, Fish","North Indian, European, Thai",3400,Buffet,Residency Road,Premium
Ithaca - The Chancery Pavilion,no,yes,3.9,312,+91 9902785566,Residency Road,Fine Dining,"Salads, Sunday Brunch, Cocktails, Watermelon Juice, Fish, Club Sandwich, Breakfast Buffet","North Indian, Italian, European, Continental",2000,Buffet,Residency Road,Premium
Northern Gate- Gateway Hotel,no,yes,4.0,103,"+91 9845547532
+91 9898780004",Residency Road,Casual Dining,"Cut Fruits, Pasta, Sunday Brunch",North Indian,1900,Buffet,Residency Road,Premium
Olive Bar And Kitchen,no,yes,4.5,2219,"080 41128400
+91 9945565483",Richmond Road,Casual Dining,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto","Mediterranean, European, Salad",1800,Buffet,Residency Road,Premium
Ebony,yes,yes,4.3,3152,080 41783344,MG Road,Casual Dining,"Appam, Khao Suey, Chicken Biryani, Kebab Platter, Rabri, Prawn, Pad Thai","North Indian, South Indian",1500,Buffet,Residency Road,Premium
JW Kitchen - JW Marriott Bengaluru,no,yes,4.4,2143,080 49653158,Lavelle Road,Fine Dining,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","North Indian, Continental, Italian",2200,Buffet,Residency Road,Premium
The Tao Terraces,yes,yes,3.9,1943,080 49653408,MG Road,Casual Dining,"Salads, Cocktails, Khao Suey, Laksa, Jumbo Prawns, Veg Sushi, Espresso Martini","Thai, Japanese, Korean, Burmese, Chinese",2100,Buffet,Residency Road,Premium
Rim Naam - The Oberoi,no,no,4.6,988,080 25585858,MG Road,Fine Dining,"Seafood Soup, Mocktails, Mushroom Salad, Thai Salad, Wine, Jasmine Rice, Thai Red Curry",Thai,3000,Buffet,Residency Road,Premium
Oh! Calcutta,yes,yes,4.5,1142,"080 25326614
+91 9379544302",Church Street,"Casual Dining, Bar","Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","Bengali, Seafood",1200,Buffet,Residency Road,Premium
Mainland China,yes,yes,4.5,1431,"080 25597722
080 25597711",Church Street,"Casual Dining, Bar","Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos",Chinese,1700,Buffet,Residency Road,Premium
Rasovara,yes,yes,4.3,772,"080 41738968
+91 9886060965",Lavelle Road,Casual Dining,"Thali, Aamras, Malpua, Dal Bati, Lassi, Plain Rice, Buttermilk","Rajasthani, North Indian",1400,Buffet,Residency Road,Premium
Cubbon Pavilion - ITC Gardenia,no,yes,4.3,689,080 22119898,Richmond Road,Fine Dining,"Cocktails, Breakfast Buffet, Croissants, Lassi, Salads, Caramel Cake, Waffles","European, Continental, Chinese, Thai",2500,Buffet,Residency Road,Premium
Empire Restaurant,yes,no,4.0,3286,080 40414141,Church Street,Casual Dining,"Paneer Tikka, Bheja Fry, Ghee Rice, Jumbo Shawarma, Brain Fry, Raita, Biryani","North Indian, Mughlai, South Indian, Chinese",750,Buffet,Residency Road,Premium
Le Jardin - The Oberoi,no,no,4.3,698,"080 25585858
080 41358205",MG Road,Fine Dining,"Breakfast Buffet, Biryani, Chocolate Cake, Salads, Pasta, Paneer Tikka, Mushroom Soup","European, Mediterranean, North Indian",3000,Buffet,Residency Road,Premium
BBQ@52,no,yes,3.9,54,"+91 8147332157
+91 8884854771",MG Road,Casual Dining,Pasta,"BBQ, Biryani, Continental",1500,Buffet,Residency Road,Premium
The Spice Bazaar,no,yes,4.2,341,080 49652116,Lavelle Road,"Casual Dining, Bar","Brownie, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mutton Soup, Lunch Buffet","North Indian, Mughlai",1000,Buffet,Residency Road,Premium
BBQ'D - Global Grill & Brewery,no,no,4.3,469,"+91 7899700900
+91 7899800900",Lavelle Road,"Casual Dining, Microbrewery","Chicken Kebab, Butter Chicken, Papdi Chaat, Pizza, Dahipuri, Cocktails, Rice Kheer","BBQ, North Indian",1500,Buffet,Residency Road,Premium
Kitchen On Table,yes,no,4.0,57,+91 9343044750,Brigade Road,Casual Dining,"Sea Food, Sushi","Japanese, Sushi, Asian",1500,Buffet,Residency Road,Premium
WelcomCafe Jacaranda - WelcomHotel Bengaluru,no,no,4.0,53,080 25001700,Richmond Road,Fine Dining,"Fish, Tiramisu, Filter Coffee Ice Cream, Brownie, Biryani, Chicken Korma, Chapa Pulusu","Asian, Continental, North Indian",2000,Buffet,Residency Road,Premium
Season - Adarsh Hamilton,no,yes,4.3,331,080 43595713,Richmond Road,Casual Dining,"Fish, Pepper Corn, Salads, Mutton Biryani, Lunch Buffet, Apple Pie, Dahi Vada","North Indian, Chinese, South Indian, Continental",1200,Buffet,Residency Road,Premium
Panchavati Gaurav Thali,no,yes,4.0,930,"+91 8041410033
+91 9731693987",Brigade Road,Casual Dining,"Veg Thali, Dahi Vada, Malpua, Rajasthani Thali, Rabri, Buttermilk, Jalebi","Rajasthani, Gujarati",800,Buffet,Residency Road,Premium
Red Onion,yes,yes,4.2,570,"080 40918141
+91 8867785004",Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab",1200,Buffet,Residency Road,Premium
Puran da Dhaba - The Pride Hotel,yes,no,4.0,167,"080 43484348
+91 8892711068",Richmond Road,"Casual Dining, Bar","Paneer Tikka, Biryani, Hara Bhara Kebab, Gulab Jamun, Mocktails, Roti, Fish",North Indian,1700,Buffet,Residency Road,Premium
Cafe Mangii,yes,yes,4.3,1055,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza",1600,Buffet,Residency Road,Premium
The Oriental Spice - Ashraya Hotel,yes,no,3.8,159,"080 41148989
+91 7795612130",Infantry Road,Casual Dining,"Noodles, Chicken Salad, Lunch Buffet, Fish, Sour Soup, Manchurian, Salads","Chinese, Thai, Indonesian",1300,Buffet,Residency Road,Premium
Pinxx - Royal Orchid Central,yes,yes,3.8,200,"+91 9902000045
+91 9902000031",MG Road,Casual Dining,"Mutton Biryani, Salads, Fish, Sandwiches, Breakfast Buffet, Cheesecake","Italian, European",1600,Buffet,Residency Road,Premium
Monsoon - The Park Bangalore,no,yes,4.1,274,"+91 9035808038
+91 9049882302",MG Road,Fine Dining,"Salads, Brownie, Cheesecake, Salad, Biryani, Dal Makhani, Pizza","Italian, North Indian",3000,Buffet,Residency Road,Premium
Cafe Treat - The Pride Hotel,yes,no,4.1,119,"+91 9916548932
+91 9686601306",Richmond Road,Casual Dining,"Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","Continental, Asian, Italian",1000,Buffet,Residency Road,Premium
South Parade - The Chancery Hotel,no,no,3.1,122,"+91 9972976627
080 22276767",Lavelle Road,"Casual Dining, Bar","Breakfast Buffet, Salads","North Indian, Continental, Chinese",1200,Buffet,Residency Road,Premium
Mint Masala,no,no,2.8,255,"+91 9980703115
+91 9343584544",Infantry Road,Casual Dining,"Salads, Mint Masala, Breakfast Buffet, Pasta, Spring Roll, Lunch Buffet, Roti","North Indian, Chinese",1000,Buffet,Residency Road,Premium
Saatvikk,no,no,2.8,132,+91 8041216902,Brigade Road,Casual Dining,"Masala Papad, Cheese Garlic Naan, Coffee, Corn Soup, Pasta","North Indian, South Indian, Continental",650,Buffet,Residency Road,Mid
Curry with a 'K' - St. Mark's Hotel,no,no,3.9,90,+91 9901911818,St. Marks Road,Casual Dining,"Salad, Apple Tart, Salads, Vada, Idli, Dhokla, Pasta","North Indian, Mughlai, Hyderabadi",1400,Buffet,Residency Road,Premium
Canopy,no,no,3.0,108,"080 25588542
+91 9901054792",MG Road,Casual Dining,Gulab Jamun,"North Indian, Continental, Chinese",800,Buffet,Residency Road,Premium
Cafe @ Elanza,no,no,3.7,145,"+91 8861300580
080 22233666",Richmond Road,"Casual Dining, Cafe","Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe",1000,Buffet,Residency Road,Premium
70 Brigade - Iris Hotel,no,yes,3.9,105,"080 40555888
080 30555888",Brigade Road,Casual Dining,"Salads, Jalebi, Pasta, Rabri, Fish Curry, Salad, Mysore Pak","Chinese, North Indian, Pizza",1000,Buffet,Residency Road,Premium
Sunehri,no,no,3.8,67,"080 22225111
080 40411111",Richmond Road,Casual Dining,"Buttermilk, Thali, Breakfast Buffet, Vada, Pongal",South Indian,500,Buffet,Residency Road,Mid
Spice It,no,no,3.8,52,"080 42548005
+91 7022032592",Richmond Road,Casual Dining,"Noodles, Fish","North Indian, Continental, Italian",1200,Buffet,Residency Road,Premium
Woody's,no,no,2.3,118,"080 22225111
080 40411111",Richmond Road,Casual Dining,"Coffee, Idli, Vada, Thali","Chinese, South Indian, North Indian",650,Buffet,Residency Road,Mid
Caraway Kitchen - Conrad Bengaluru,no,yes,4.3,166,"+91 8884358678
+91 8884463288",Ulsoor,Fine Dining,"Pasta, Pizza, Appam, Pancakes, Chaat, Fish, Masoor Dal","American, Continental, North Indian, South Indian",2800,Buffet,Residency Road,Premium
Barbeque Nation,no,yes,4.4,1086,"+91 8064806060
18001086060",Ulsoor,Casual Dining,"Mutton Seekh, Paan Kulfi, Biryani, Fish, Crispy Corn, Salads, Panipuri","North Indian, European, Mediterranean, BBQ, Kebab",1600,Buffet,Residency Road,Premium
Skylit - Citrus Hotels,no,yes,4.1,329,"+91 8150811209
+91 7022006120",Cunningham Road,Lounge,"Gulab Jamun, Sea Food, Bruschettas, Paneer Tikka, Gajar Halwa, Shahi Tukda, Biryani","North Indian, Mughlai, Mediterranean",1300,Buffet,Residency Road,Premium
Banjara Melting Pot,yes,yes,4.2,476,"080 41231772
080 41231774",Cunningham Road,Casual Dining,"Lamb Curry, Cocktails, Neer Dosa, Veg Starter, Prawn Ghee Roast, Chicken Biryani, Mocktails","North Indian, Chinese, Seafood",1700,Buffet,Residency Road,Premium
Tiger Trail - Ramada Hotel,yes,yes,4.0,189,"+91 8022865566
+91 9902000018",Shivajinagar,"Casual Dining, Bar","Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani, Malai Kulfi","North Indian, Lucknowi",1300,Buffet,Residency Road,Premium
Zodiac - Fortune Select JP Cosmos Hotel,yes,yes,3.8,91,"+91 9886088863
+91 9964406494",Cunningham Road,Casual Dining,"Salads, Biryani, Chicken Salad, Lunch Buffet, Breakfast Buffet, Fish, Panipuri","North Indian, South Indian, Chinese, Continental",1800,Buffet,Residency Road,Premium
One Atria Cafe,no,yes,3.8,110,"0761 8783883
080 22205205",Race Course Road,Casual Dining,Indian Sweets,"South Indian, Continental, North Indian",1600,Buffet,Residency Road,Premium
Tree Top,yes,no,3.8,75,080 49652744,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian",1000,Buffet,Residency Road,Premium
BISO - Citrus Hotels,no,yes,3.9,158,"+91 7022006109
+91 7022066120",Cunningham Road,Casual Dining,"Fish, Peas Pulao, Naan, Kulcha","North Indian, South Indian, Italian, Continental",1100,Buffet,Residency Road,Premium
BLOW,yes,yes,4.3,972,080 45128771,Church Street,Cafe,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750,Cafes,Residency Road,Premium
Cafe Azzure,yes,yes,4.2,2747,080 49653400,MG Road,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes","Cafe, Continental, Italian, Burger",1200,Cafes,Residency Road,Premium
Green Theory,yes,yes,4.2,2859,"+91 8861435956
080 41663836",Residency Road,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Cafes,Residency Road,Premium
Japan Travel Cafe Azuki,no,no,4.3,74,080 41214342,Residency Road,Cafe,"Miso Soup, Tempura","Cafe, Japanese",400,Cafes,Residency Road,Mid
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,yes,no,3.9,88,+91 9740780105,Residency Road,"Dessert Parlor, Quick Bites","Waffles, Pie, Corn Dog","Desserts, Beverages, American",400,Cafes,Residency Road,Mid
Driven Cafe,yes,no,3.6,123,"+91 9513344707
+91 9160018419",Residency Road,Cafe,"Coffee, Fries, Cappuccino, Margherita Pizza","Cafe, Beverages, Fast Food",600,Cafes,Residency Road,Mid
Brik Oven,no,no,4.6,2295,+91 9148100119,Church Street,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages",1100,Cafes,Residency Road,Premium
Truffles,no,no,4.5,3599,"080 41121160
+91 9611017000",St. Marks Road,Cafe,"Burgers, Pasta, Cheese Burger, Mocktails, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900,Cafes,Residency Road,Premium
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,yes,yes,4.4,726,080 22086644,MG Road,"Casual Dining, Cafe","Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental",1700,Cafes,Residency Road,Premium
The White Room - Coffee & Kitchen,no,yes,4.1,1750,"080 40222999
+91 7406195000",Church Street,Cafe,"Mushroom Quiche, Chicken Quiche, Coffee, Caramel Frappe, Espresso, Chocolate Milkshake, Tea","Cafe, Continental, American, Desserts",1000,Cafes,Residency Road,Premium
Matteo Coffea,no,no,4.4,2652,080 43336000,Church Street,Cafe,"Coffee, Pasta, Donut, Salads, Choco Brownie Shake, Tiramisu Cheesecake, Sandwiches",Cafe,600,Cafes,Residency Road,Mid
Glen's Bakehouse,yes,no,4.4,1115,"080 41124894
080 41126825",Lavelle Road,"Bakery, Cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600,Cafes,Residency Road,Mid
Cafe Mozaic - Taj MG Road Bengaluru,no,yes,4.1,568,"080 66604266
080 66604444",MG Road,"Casual Dining, Cafe","Paneer Lababdar, Sandwiches, Oysters, Paratha, Coffee, Jeera Rice, Biryani","North Indian, Italian, South Indian, Continental, Cafe, Salad",2500,Cafes,Residency Road,Premium
Smally's Resto Cafe,yes,no,4.2,3581,+91 9986658881,Church Street,Cafe,"Burgers, Snicker Shake, Thick Shakes, Pasta, Chicken Wings, Peri Fries, Peri Peri Chicken Burger","Cafe, Italian, Burger, American, Steak",650,Cafes,Residency Road,Mid
Bengaluru Baking Company - JW Marriott Bengaluru,no,no,4.3,526,"+91 9900244769
080 67188511",Lavelle Road,"Bakery, Cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400,Cafes,Residency Road,Premium
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,yes,no,4.1,119,"080 43021963
+91 7021430262",Richmond Road,Cafe,"Coffee, Pizza, Pasta, Burgers, Tomato Soup, Eggs Benedict, Brownie Fudge","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700,Cafes,Residency Road,Mid
Little Green Cafe,no,no,4.3,797,"080 48544183
+91 9686366570",Church Street,"Cafe, Casual Dining","Spaghetti, Mezze Platter, Bombay Sandwich, Tomato Ragout, Mushroom Sandwich, Thai Green Curry, Tea","Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900,Cafes,Residency Road,Premium
Lakeview Milkbar,no,no,4.0,1469,080 25582161,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450,Cafes,Residency Road,Mid
Wolf'ish,yes,no,4.1,488,"+91 9113097489
+91 8041219222",Church Street,Cafe,"Burgers, Peri Peri Chicken, Fries, Mojito, Bbq Chicken Pizza, Mozzarella Sticks, Pasta","Cafe, American, Italian, Pizza, Burger",700,Cafes,Residency Road,Mid
Peppa Zzing,yes,no,4.3,1135,+91 9740758557,Infantry Road,Cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800,Cafes,Residency Road,Premium
The Courtyard,no,yes,3.9,305,+91 7338677996,Shanti Nagar,Cafe,"Hot Chocolate, Sandwiches, Garden Pizza, Pasta, Cappuccino, Garlic Bread, Sunday Morning Breakfast","Cafe, Italian",750,Cafes,Residency Road,Premium
Cafe Imroze,yes,no,3.7,97,"080 41550366
+91 9886435454",Infantry Road,"Cafe, Casual Dining","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos","Cafe, Burger, Italian, Fast Food",650,Cafes,Residency Road,Mid
Trick Or Treat,no,no,4.2,619,+91 9035343341,Brigade Road,Cafe,"Burgers, Pizza, Pasta, Sandwich, Peri Peri Chicken Satay, Fries, Nachos","Cafe, Burger, Continental, Pizza, Steak",500,Cafes,Residency Road,Mid
Happy Belly Bakes,yes,no,4.2,121,080 48654072,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500,Cafes,Residency Road,Mid
The Blackboard Bakery,no,yes,3.8,98,+91 9986706451,Lavelle Road,"Cafe, Bakery","Pancakes, Sandwich, Coffee","Cafe, Bakery, Continental",1000,Cafes,Residency Road,Premium
Fresh Pressery Cafe,no,no,4.0,105,+91 8041474546,Lavelle Road,"Cafe, Quick Bites","Salads, Sandwiches, Arugula Salad, Pasta, Avocado Sandwich, Protein Smoothie, Spaghetti","Cafe, Italian, Healthy Food",1200,Cafes,Residency Road,Premium
Fatso's,yes,no,3.8,74,"+91 8041244440
+91 7019438017",Brigade Road,Cafe,"Sandwich, Garlic Bread, Brownie, Potato Wedges, French Fries","Cafe, American, Italian, Burger",650,Cafes,Residency Road,Mid
Tata Cha,yes,no,3.7,70,18001208242,Church Street,"Beverage Shop, Cafe","Chai, Ginger Tea, Poha, Masala Tea, Coffee, Bun Maskas","Cafe, Tea, North Indian",500,Cafes,Residency Road,Mid
Soul Cafe,no,yes,3.9,317,"080 41512932
+91 9916128463",MG Road,Cafe,"Mocktails, Peri Peri Chicken, Coffee Hazelnut, Oreo Shake, Nachos, White Sauce Pasta, Ice Tea","Cafe, Continental, Italian",800,Cafes,Residency Road,Premium
Cafe @ Elanza,no,no,3.7,145,"+91 8861300580
080 22233666",Richmond Road,"Casual Dining, Cafe","Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe",1000,Cafes,Residency Road,Premium
Cafe Aladdin,no,no,3.9,74,"080 73499027
+91 9986099836",St. Marks Road,Cafe,Friendly Staff,"Cafe, Chinese",500,Cafes,Residency Road,Mid
The Coffee Bean & Tea Leaf,yes,no,3.8,263,+91 8022086888,MG Road,Cafe,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",Cafe,700,Cafes,Residency Road,Mid
Bon Sante,no,no,3.6,104,"+91 9972402570
+91 9844094505",Brigade Road,Cafe,"Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice","Cafe, Continental, Italian",800,Cafes,Residency Road,Premium
Kalmane Koffees,no,no,3.6,47,+91 9972900626,Brigade Road,Cafe,"Filter Coffee, Cafe Mocha, Blueberry Muffin",Cafe,350,Cafes,Residency Road,Mid
Hammered,yes,yes,4.6,4841,"+91 8041217527
+91 7618729481",Cunningham Road,"Pub, Cafe","Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300,Cafes,Residency Road,Premium
Dolci Desserts,yes,no,4.3,658,080 40977132,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Cafes,Residency Road,Premium
